268.08292	81981	
268.14703	78968	
268.21115	76053	
268.27524	76163	
268.33936	79357	
268.40347	79733	
268.46756	79185	
268.53168	79404	
268.59576	79744	
268.65988	80822	
268.724	78318	
268.78809	77152	
268.8522	75276	
268.91632	79916	
268.98041	87502	
269.04453	93519	
269.10861	93394	
269.17273	92405	
269.23685	89717	
269.30093	88013	
269.36505	81514	
269.42914	80194	
269.49326	82897	
269.55737	84177	
269.62146	87645	
269.68558	85287	
269.74966	84605	
269.81378	88052	
269.8779	94118	
269.94199	96741	
270.0061	95562	
270.07019	92600	
270.13431	90014	
270.19839	89167	
270.26251	90709	
270.32663	93957	
270.39072	95958	
270.45483	92482	
270.51892	91523	
270.58304	91265	
270.64713	91298	
270.71124	87274	
270.77533	88024	
270.83945	91020	
270.90356	92498	
270.96765	90094	
271.03177	88759	
271.09586	89237	
271.15997	86937	
271.22406	88795	
271.28818	99098	
271.35226	109702	
271.41638	111444	
271.48047	110407	
271.54459	107385	
271.60867	108112	
271.67279	108406	
271.73691	105553	
271.80099	99455	
271.86511	94301	
271.9292	96344	
271.99332	101379	
272.0574	102468	
272.12152	100027	
272.18561	103871	
272.24973	100852	
272.31381	100340	
272.37793	98676	
272.44202	102979	
272.50613	106850	
272.57022	105906	
272.63434	101043	
272.69843	99051	
272.76254	95634	
272.82663	96403	
272.89075	96320	
272.95483	96971	
273.01895	99808	
273.08304	102421	
273.14716	97567	
273.21124	97622	
273.27533	102957	
273.33945	106056	
273.40353	102737	
273.46765	101200	
273.53174	107813	
273.59586	108949	
273.65994	107810	
273.72406	106820	
273.78815	105593	
273.85226	105968	
273.91635	105534	
273.98047	103053	
274.04456	104992	
274.10864	107730	
274.17276	108022	
274.23685	110604	
274.30096	110995	
274.36505	106929	
274.42917	104295	
274.49326	100428	
274.55737	100598	
274.62146	100762	
274.68555	105099	
274.74966	104498	
274.81375	105303	
274.87787	107047	
274.94196	111596	
275.00604	110697	
275.07016	110691	
275.13425	113848	
275.19836	119370	
275.26245	124348	
275.32657	123431	
275.39066	117615	
275.45474	113872	
275.51886	111654	
275.58295	107955	
275.64703	107705	
275.71115	108600	
275.77524	112783	
275.83936	118991	
275.90344	126790	
275.96753	129721	
276.03165	130898	
276.09573	134552	
276.15985	132244	
276.22394	134441	
276.28802	133939	
276.35214	136497	
276.41623	136566	
276.48032	134071	
276.54443	130028	
276.60852	127165	
276.67261	128461	
276.73672	127541	
276.80081	126515	
276.86493	124378	
276.92902	124509	
276.9931	128496	
277.05722	128568	
277.12131	133598	
277.18539	135388	
277.24951	137898	
277.3136	139282	
277.37769	140482	
277.4418	136888	
277.50589	136661	
277.56998	138223	
277.63409	135620	
277.69818	134632	
277.76227	133928	
277.82639	135949	
277.89047	129857	
277.95456	126312	
278.01865	125575	
278.08276	123053	
278.14685	117419	
278.21094	110383	
278.27505	114078	
278.33914	121496	
278.40323	128199	
278.46735	130822	
278.53143	132103	
278.59552	126686	
278.65961	127103	
278.72372	121342	
278.78781	114462	
278.8519	113000	
278.91602	110047	
278.9801	106932	
279.04419	110661	
279.10828	113495	
279.17239	115312	
279.23648	120493	
279.30057	122222	
279.36465	124847	
279.42877	129152	
279.49286	136251	
279.55695	142281	
279.62103	137652	
279.68515	133473	
279.74924	131750	
279.81332	128903	
279.87741	127693	
279.94153	128731	
280.00562	130310	
280.0697	130465	
280.13379	128544	
280.19791	126359	
280.26199	117626	
280.32608	110161	
280.39017	108741	
280.45425	109591	
280.51837	111219	
280.58246	117043	
280.64655	121713	
280.71063	126511	
280.77475	127027	
280.83884	118609	
280.90292	117367	
280.96701	117697	
281.0311	121010	
281.09521	124553	
281.1593	133225	
281.22339	138126	
281.28748	136342	
281.35156	131601	
281.41565	135613	
281.47977	143030	
281.54385	150588	
281.60794	163402	
281.67203	175985	
281.73611	181732	
281.8002	179830	
281.86432	179884	
281.92841	179470	
281.99249	174594	
282.05658	169035	
282.12067	167764	
282.18475	171868	
282.24887	172279	
282.31296	161356	
282.37704	152264	
282.44113	150411	
282.50522	149740	
282.56931	151575	
282.63339	154282	
282.69751	150083	
282.7616	147056	
282.82568	152092	
282.88977	159903	
282.95386	161573	
283.01794	149700	
283.08203	135547	
283.14612	128157	
283.21024	129316	
283.27432	134387	
283.33841	141666	
283.4025	145407	
283.46658	148054	
283.53067	148234	
283.59476	145664	
283.65884	138591	
283.72293	130017	
283.78702	126852	
283.85114	129046	
283.91522	122897	
283.97931	122311	
284.0434	124325	
284.10748	120719	
284.17157	119608	
284.23566	116409	
284.29974	116954	
284.36383	116928	
284.42792	121895	
284.492	123310	
284.55609	124380	
284.62018	123982	
284.68427	124203	
284.74838	120726	
284.81247	115811	
284.87656	111623	
284.94064	111719	
285.00473	114461	
285.06882	114684	
285.1329	114807	
285.19699	117018	
285.26108	117641	
285.32516	118914	
285.38925	119218	
285.45334	119891	
285.51743	117090	
285.58151	115947	
285.6456	114964	
285.70969	120835	
285.77377	117829	
285.83786	121351	
285.90195	123478	
285.96603	124127	
286.03012	126118	
286.09421	124975	
286.15829	120750	
286.22238	119906	
286.28647	121136	
286.35056	117245	
286.41464	116986	
286.47873	123468	
286.54282	124696	
286.6069	126399	
286.67099	126058	
286.73508	124057	
286.79916	122331	
286.86325	119493	
286.92734	118505	
286.99142	122090	
287.05551	121188	
287.1196	119785	
287.18369	120948	
287.24774	126468	
287.31183	130908	
287.37592	128476	
287.44	123379	
287.50409	116448	
287.56818	125818	
287.63226	136857	
287.69635	143935	
287.76044	145806	
287.82452	137414	
287.88861	132753	
287.9527	137710	
288.01678	140734	
288.08087	138964	
288.14493	137874	
288.20901	138755	
288.2731	135336	
288.33719	136540	
288.40128	135623	
288.46536	134226	
288.52945	130389	
288.59354	128608	
288.65762	122192	
288.72171	121723	
288.78577	125155	
288.84985	125857	
288.91394	125298	
288.97803	122427	
289.04211	123759	
289.1062	122942	
289.17029	122086	
289.23438	125542	
289.29843	126146	
289.36252	124452	
289.42661	120784	
289.49069	118800	
289.55478	119200	
289.61887	124852	
289.68295	124505	
289.74701	115433	
289.8111	113631	
289.87518	118211	
289.93927	119849	
290.00336	123074	
290.06744	125247	
290.1315	124991	
290.19559	131255	
290.25967	133450	
290.32376	137710	
290.38785	139508	
290.4519	137708	
290.51599	132829	
290.58008	130358	
290.64417	127638	
290.70825	124968	
290.77231	128766	
290.8364	131732	
290.90048	132836	
290.96457	129844	
291.02866	127659	
291.09271	129022	
291.1568	127998	
291.22089	130058	
291.28497	134576	
291.34906	135332	
291.41312	130682	
291.4772	123228	
291.54129	121930	
291.60538	127129	
291.66943	131899	
291.73352	135732	
291.79761	138430	
291.86169	137675	
291.92575	136291	
291.98984	133170	
292.05392	135350	
292.11801	133833	
292.18207	126926	
292.24615	126541	
292.31024	130992	
292.37433	135347	
292.43839	136306	
292.50247	135293	
292.56656	132741	
292.63062	136355	
292.6947	139342	
292.75879	136660	
292.82288	135433	
292.88693	131849	
292.95102	131973	
293.01511	136913	
293.07916	138350	
293.14325	137948	
293.20734	135164	
293.27139	139339	
293.33548	143759	
293.39957	145558	
293.46362	145257	
293.52771	145712	
293.5918	148518	
293.65585	143693	
293.71994	136646	
293.78403	138862	
293.84808	142309	
293.91217	144935	
293.97626	145789	
294.04031	150048	
294.1044	150093	
294.16849	146497	
294.23254	151518	
294.29663	151125	
294.36072	149690	
294.42477	149284	
294.48886	144906	
294.55292	143619	
294.617	144530	
294.68109	150664	
294.74515	152732	
294.80923	150298	
294.87332	151347	
